studnr_a;result;cohort;cohort_blok;cohort_jaar;vooropl_type;profiel;vooropl_profiel;w1_prac;w2_prac;w3_prac;w4_prac;w5_prac;w6_prac;w1_quiz;w2_quiz;w3_quiz;w4_quiz;w5_quiz;w6_quiz;w7_oefen_toets;Category_total;CorrectUnassigned;IncorrectUnassigned;W1_MMLAttemps;W1_MMLMastery;W2_MMLAttemps;W2_MMLMastery;W3_MMLAttemps;W3_MMLMastery;W4_MMLAttemps;W4_MMLMastery;W5_MMLAttemps;W5_MMLMastery;W6_MMLAttemps;W6_MMLMastery;W8_MMLAttemps;W8_MMLMastery;Course;complete;Hoursviewed
666581;1,9;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;2,25;8;0;4;0;0;2,19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
667017;6,5;1314;1314;2013;3;9;39;0;0;0;0;0;0;2;3,63;5;4;0;0;0;6,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
667604;2,2;1314;1314;2013;1;1;11;0;0;0;0;0;0;2;3,63;0;0,33;2;0;0;1,22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
667656;5;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;6,63;6;2;5;0;0;3,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
667704;8,4;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;4,88;4;9;2;0;0;3,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
667859;0;14152;14152;2014;1;2;12;0;0;0;0;0;0;6,67;5;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
668070;2;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;2,5;7;1,67;4;0;0;2,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;4,03;0,17
668197;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;6;5;8;5,33;9;0;0;5,13;220;0;44;100;180;100;283;100;83;100;44;100;83;100;5;100;Java Advanced Training;5,91;0,2
668313;4,1;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;2,25;3;0;4;0;0;2,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;4,24;0,46
668317;5;14152;14152;2014;1;4;14;1;1;1;1;1;0;6,67;7;6,5;6,5;0;5,51;0;0;185;9;34;88,88888889;101;100;113;100;118;100;64;86,95652174;91;86,66666667;0;0; ; ; 
668356;3,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;3,33;8;2,75;2,33;8;4,74;0;4,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;13,67;0,28
668359;6,9;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;1,5;4;0;4;0;0;2,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
668380;6;1314;1314;2013;3;9;39;0;0;0;0;0;0;2;3,75;0;4;3;0;0;1,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
668543;8,1;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;3,63;3;1,33;0;0;0;1,22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;5,16;0,37
668687;9;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;1,5;0;2,33;4;0;0;1,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
668784;1,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;8;1,13;0;2,33;4;0;0;2,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;31,62;2,58
668847;9,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;4;7;0;0;30;0;6,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
668938;6,6;1314;1314;2013;3;9;39;0;0;0;0;0;0;5;3,25;5;2,57;3;0;0;2,89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;3,96;0,41
669006;9;1314;1314;2013;1;6;16;0;0;0;0;0;0;7;7;6;0;0;0;0;3,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
669087;4;14152;14152;2014;1;2;12;1;1;1;1;1;0;3,33;9;1,61;4;0;2,31;0;0;205;0;55;100;103;100;75;100;26;100;31;100;61;100;0;0; ; ; 
669253;7,6;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;3,38;5;0;2;30;0;6,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
669382;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;9;5;10;0;0;0;0;3,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
669549;4;14151;14151;2014;3;2;32;1;1;1;1;1;1;10;6;7,71;6,5;0;9,36;0;0;225;0;38;100;120;100;168;100;110;100;161;100;80;100;11;100; ; ; 
669587;0;14151;14151;2014;3;9;39;1;1;0;0;0;0;8,89;0;7;0;0;0;0;0;63;4;28;77,77777778;48;59,25925926;50;48,8372093;0;0;0;0;0;0;0;0; ; ; 
669753;5;1314;1314;2013;3;9;39;0;0;0;0;0;0;2;2,13;7;3;5;0;0;2,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;52,14;4,36
669829;9,9;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;6;6;4,67;7;80;0;16,41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
670138;6;1314;1314;2013;3;9;39;0;0;0;0;0;0;8;0;9;2;7;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
670140;1;1314;1314;2013;3;9;39;0;0;0;0;0;0;5;1,25;0;2;0;0;0;1,42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;2,61;0,2
670567;2,8;1314;1314;2013;3;3;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
670569;4;14151;14151;2014;1;2;12;1;1;0;0;0;0;0;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; 
670629;9;14151;14151;2014;1;4;14;1;1;1;1;1;1;7,78;5;6;10;0;7,82;0;0;215;0;29;100;78;100;95;100;62;100;60;100;82;88,88888889;7;100; ; ; 
670644;10;1314;1314;2013;3;9;39;0;0;0;0;0;0;8;8;0;7;8;0;0;4,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;3,21;0,11
670792;10;1314; ; ; ; ; ;0;0;0;0;0;0;7;6,88;7;5,67;6;0;0;5,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
671376;4,5;1314; ; ; ; ; ;0;0;0;0;0;0;5;0,63;7;3,67;6;0;0;3,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
671387;7;14152;14152;2014;1;2;12;1;1;1;1;1;0;6,67;10;4,86;7;0;9,23;0;0;187;0;51;100;107;100;79;100;30;100;58;100;50;60;0;0; ; ; 
671881;1,5;1314;1314;2013;1;2;12;1;1;0;1;0;0;0;0;0;7,5;0;0;0;0;14;1;13;38,88888889;15;14,81481481;0;0;0;0;0;0;0;0;0;0; ; ; 
671922;5,1;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;2,88;7;0;0;0;0;1,98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;57,57;3,02
671964;4;14151;14151;2014;1;5;15;1;1;1;1;1;1;8,89;6;3;4;0;5,51;0;0;211;1;38;77,77777778;99;100;103;100;82;100;56;91,30434783;86;95,55555556;11;100; ; ; 
671971;0;1314;1314;2013;4;0;40;0;0;0;0;0;0;4;3,25;5;2,33;0;0;0;2,24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
672071;7;1314;1314;2013;3;9;39;0;0;0;0;0;0;2;0;0;5,33;6;0;0;2,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;4,7;0,54
672165;4;14151;14151;2014;3;3;33;1;1;1;1;1;1;7,78;6;7,5;3;0;9,36;0;0;220;0;42;100;132;100;93;100;38;100;30;100;63;100;5;100; ; ; 
672281;0;14151;14151;2014;3;9;39;0;1;1;0;0;0;6,67;0;5,86;8,5;0;3,59;0;0;24;2;78;77,77777778;32;22,22222222;0;0;0;0;0;0;0;0;0;0; ; ; 
672332;4;14151;14151;2014;1;2;12;1;1;1;1;1;1;10;6;7;0;0;5,9;0;0;173;0;47;88,88888889;128;100;123;100;75;100;69;100;63;33,33333333;0;0; ; ; 
672963;10;1314;1314;2013;3;9;39;0;0;0;0;0;0;0;8,88;0;2,33;6;0;0;2,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
673227;3,9;1314; ; ; ; ; ;0;0;0;0;0;0;0;0;0;1,33;2;0;0;0,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
673279;8,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;4;9;1,33;3;0;0;2,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
673539;7,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;7;5,75;5;3,33;6;0;0;4,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
673651;0;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;4,13;5;0;8;0;0;2,63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
673802;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;8;0;9;4,33;5;0;0;4,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
674235;0;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;5,38;3;2;1;0;0;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
674300;4,9;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;3,5;8;1,67;3;0;0;2,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
674910;7,1;1314;1314;2013;3;5;35;0;0;0;0;0;0;7;6;8;4;7;0;0;4,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,25;0,26
675246;5,3;1314;1314;2013;3;9;39;0;0;0;0;0;0;0;3,88;0;5,33;5;0;0;2,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;30,8;2,74
675264;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;0;0;6;8;8;0;0;3,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
675460;4;14152;14152;2014;1;2;12;1;1;1;1;1;0;10;4;3,5;1;0;3,46;0;0;210;0;66;100;117;100;65;100;34;100;29;100;57;100;35;100; ; ; 
675575;4,5;1314;1314;2013;3;2;32;0;0;0;0;0;0;5;1,88;7;10;6;4,62;0;3,4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
675659;1;1314;1314;2013;1;6;16;0;0;0;0;0;0;2;0;3;2;0;0;0;1,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;28,67;1,16
675693;4,1;1314; ; ; ; ; ;0;0;0;0;0;0;5,56;0;6;1,67;6;0;0;3,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;5,58;0,41
675865;0;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;2,25;0;0;0;0;0;0,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
675911;8,5;1314;1314;2013;3;9;39;0;0;0;0;0;0;4;3;7;2,33;5;0;0;3,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
676015;4;14151;14151;2014;3;3;33;1;1;1;1;1;1;8,89;5;8,71;8;0;4,74;0;0;37;2;56;100;80;38,88888889;0;0;0;0;0;0;0;0;0;0; ; ; 
676083;10;1314;1314;2013;2;2;22;0;0;0;0;0;0;5;6;7;5,23;7;0;0;4,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,4;0,1
676290;3,6;1314;1314;2013;1;6;16;0;0;0;0;0;0;3;0,63;5;1,33;3;0;0;1,99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;32,43;2,62
676316;4,4;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;4,63;6;0;0;0;0;4,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
676569;5;14151;14151;2014;1;5;15;1;1;1;1;1;1;7,78;7;6,5;8;0;8,08;0;0;220;0;56;100;117;100;122;100;79;100;74;100;59;100;6;100; ; ; 
676582;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;5;6;7,33;0;0;0;3,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
677032;3,5;14151;14151;2014;3;9;39;1;1;1;1;1;0;8,89;0;0;2,5;0;0;0;0;225;0;52;100;118;100;91;100;94;100;50;100;120;100;10;100; ; ; 
677300;0;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;2,25;0;2,67;2;0;0;1,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Up and Running with Java Applications;0;0,04
677671;8,7;1314;1314;2013;4;0;40;0;0;0;0;0;0;4;1,88;4;3,33;5;0;0;2,8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;73,74;1,75
678354;10;1314;1314;2013;2;6;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
678362;8,4;1314;1314;2013;1;4;14;0;0;0;0;0;0;4;1,38;3;1,33;4;0;0;2,11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
678384;2;1314;1314;2013;3;9;39;0;0;0;0;0;0;0;2,38;5;0,33;1;0;0;1,34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
678403;8,6;1314;1314;2013;3;5;35;0;0;0;0;0;0;1;4,88;7;3,33;8;0;0;3,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
678509;3,5;14151;14151;2014;3;9;39;1;1;1;1;1;1;7,78;8;4,5;7;0;4,74;0;0;220;0;32;100;77;100;67;100;33;100;33;100;76;100;9;100; ; ; 
678523;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;2,75;8;5,9;5;0;0;4,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;15,37;2,14
678584;9,2;1314;1314;2013;3;5;35;0;0;0;0;0;0;6;5;0;2,33;0;0;0;2,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
678650;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;8;6;2,33;4;0;0;3,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679135;2,9;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;2,38;4;2,67;0;0;0;1,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679141;9,9;1314;1314;2013;2;3;23;0;0;0;0;0;0;2;5;9;7,33;6;0;0;4,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679226;6,6;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;0;2;3,33;6;0;0;2,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;19;1,47
679311;1,4;1314;1314;2013;1;2;12;1;0;0;0;0;0;7,78;6;4,5;8,5;2;0;0;2,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679338;9,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;5,63;7;2;3;0;0;2,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679364;8,5;14152;14152;2014;3;7;37;1;1;1;1;1;1;8,89;6;7;7,5;0;6,92;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679581;10;1314;1314;2013;3;7;37;0;0;0;0;0;0;10;9;10;7,33;9;0;0;6,97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679620;4;14152;14152;2014;1;2;12;1;1;0;0;0;0;6,67;1;0,43;0;0;0;0;0;63;0;19;100;0;0;35;60,46511628;23;86,36363636;0;0;0;0;0;0; ; ; 
679805;5,6;1314;1314;2013;3;3;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679807;8,2;1314;1314;2013;3;3;33;0;0;0;0;0;0;5;6,5;7;4;2;0;0;3,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
679843;1,4;1314;1314;2013;1;6;16;0;0;0;0;0;0;0;0;0;0;4;0;0;0,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680089;4;14151;14151;2014;1;3;13;1;1;1;1;1;1;8,89;4;3,75;10;0;10;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680160;8,5;1314;1314;2013;1;2;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680318;7,4;1314;1314;2013;3;7;37;0;0;0;0;0;0;5;5;9;6;5;0;0;4,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680406;5,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;1,63;8;4,67;5;0;0;3,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680444;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;7;4,25;7;5,67;0;0;0;3,68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680474;8,4;14151;14151;2014;1;5;15;1;1;1;1;1;1;7,78;9;7,25;9,5;0;7,69;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680492;9,8;1314;1314;2013;1;4;14;0;0;0;0;0;0;3;7;6;3,67;2;0;0;3,33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680590;0;14152;14152;2014;1;4;14;1;1;1;1;1;0;5,56;6;3,71;0;0;0;0;0;105;1;32;77,77777778;125;100;104;88,37209302;0;0;0;0;0;0;0;0; ; ; 
680611;6,4;1314;1314;2013;1;6;16;0;0;0;0;0;0;3;4;8;2,33;4;0;0;3,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
680876;2,8;14151;14151;2014;3;9;39;1;1;1;1;1;1;7,78;2;5,71;2,5;0;5,51;0;0;220;0;40;100;89;100;65;100;36;100;41;100;78;100;5;100; ; ; 
680915;2;1314;1314;2013;3;3;33;0;0;0;0;0;0;0;3,38;5;3;0;0;0;2,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681045;8,3;1314;1314;2013;3;9;39;0;0;0;0;0;0;2;3;8;7;5;0;0;4,97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;39,63;3,61
681140;8,6;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;3,63;3;0;5;0;0;2,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681172;9,5;14152;14152;2014;1;2;12;1;1;1;1;0;0;8,89;6;4,36;7;0;4,74;0;0;158;2;49;100;106;100;64;100;32;100;27;100;0;0;0;0; ; ; 
681195;4;14151;14151;2014;1;2;12;1;1;1;1;1;1;6,67;0;5;3;0;4,74;0;0;225;0;28;100;128;100;156;100;65;100;60;100;98;100;8;100; ; ; 
681197;7,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;0;8;4;5;0;0;3,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681213;9,4;1314;1314;2013;4;0;40;0;0;0;0;0;0;3;6,75;6;1,23;5;0;0;3,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;20,14;1,64
681217;5,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;7;7;7;6;10;0;0;5,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;45,92;5,71
681225;6,2;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;4,88;6;8;0;0;0;2,9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681228;3,5;14152;14152;2014;1;6;16;1;1;1;1;1;0;6,67;3;3,96;2,5;0;0;0;0;131;1;45;77,77777778;186;100;117;97,6744186;41;100;0;0;0;0;0;0; ; ; 
681290;9,4;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;8;7;5;9;0;0;5,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681432;2,3;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;1,25;3;0,33;5;0;0;1,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681463;4,4;1314;1314;2013;3;9;39;0;0;0;0;0;0;2;1,25;10;3;6;0;0;3,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;15,58;1,25
681474;10;1314;1314;2013;2;4;24;0;0;0;0;0;0;4;7,75;10;4,57;0;0;0;4,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;2,6;0,18
681478;3;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;1,5;5;3;0;0;0;1,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;16,47;1,39
681642;9,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;6;2,38;5;1,33;3;0;0;2,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681655;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;8;6;10;8,57;7;0;0;6,09; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681677;5,9;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;4;4;0;1;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;40,27;3,17
681717;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;8;5;8;3,67;8;0;0;5,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681723;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;0;5;8;5,67;5;0;0;3,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681726;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;9;9;10;7,67;8;0;0;6,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681727;6,1;1314;1314;2013;3;3;33;0;0;0;0;0;0;5;5;8;5;6;0;0;4,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;81,77;0,82
681729;10;1314;1314;2013;4;0;40;0;0;0;0;0;0;7;4;8;6;8;0;0;5,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;14,37;1,02
681735;9;1314;1314;2013;1;5;15;0;0;0;0;0;0;8;6,75;7;9;9;0;0;6,12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;3,18;0,23
681736;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;9;9,88;10;5,67;0;0;0;5,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681744;9,8;1314;1314;2013;4;0;40;0;0;0;0;0;0;0;0;7;0;4;0;0;1,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681781;9;1314;1314;2013;1;6;16;0;0;0;0;0;0;5;3,63;4;0;0;0;0;1,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681807;9,9;1314;1314;2013;1;6;16;0;0;0;0;0;0;5;7;7;1,67;0;0;0;3,18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;8,84;1,33
681892;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;10;9;5;0;0;0;4,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681894;4,5;1314;1314;2013;4;0;40;0;0;0;0;0;0;7;0;5;0;6;0;0;2,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;27,22;0,99
681896;9;14151;14151;2014;1;2;12;1;0;1;1;1;1;8,89;8;9;9;0;10;0;0;212;0;10;27,77777778;77;100;51;100;27;100;29;100;66;100;8;100; ; ; 
681897;10;1314;1314;2013;3;9;39;0;0;0;0;0;0;7;3;6;8;8;35;0;10,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681918;6,3;14151;14151;2014;3;3;33;1;1;1;1;0;0;7,78;9;0;0;0;5,77;0;0;225;0;34;100;83;100;57;100;43;100;27;100;67;100;5;100; ; ; 
681967;9,9;1314;1314;2013;1;4;14;0;0;0;0;0;0;0;0;8;3,33;7;0;0;2,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
681981;4;1314;1314;2013;1;2;12;0;0;0;0;0;0;7;2,25;0;0;0;0;0;1,42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;12,33;1,04
682138;6,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;2,38;7;0;5;0;0;2,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682200;4;14151;14151;2014;1;1;11;1;1;1;1;1;1;6,67;5;7,5;6,5;0;7,05;0;0;225;0;52;100;98;100;95;100;58;100;76;100;98;100;9;100; ; ; 
682207;7,5;14151;14151;2014;3;9;39;1;1;1;1;1;1;10;8;4,36;9,5;0;4,49;0;0;225;0;42;100;87;100;79;100;54;100;64;100;78;100;16;100; ; ; 
682242;9,8;1314;1314;2013;2;2;22;0;0;0;0;0;0;4;9;7;5,33;6;0;0;4,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682243;8,5;14151;14151;2014;3;7;37;1;1;1;1;1;1;7,78;9;8,86;9;0;7,69;0;0;209;6;33;77,77777778;84;100;57;100;40;100;34;95,65217391;69;100;6;100; ; ; 
682352;7,9;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;4,75;5;4,33;4;0;0;3,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;0;0,03
682403;6,5;14151;14151;2014;1;4;14;1;1;1;1;1;1;10;4;9;6,5;0;8,46;0;0;74;0;21;88,88888889;64;62,96296296;6;9,302325581;0;0;4;8,695652174;53;40;0;0; ; ; 
682413;4,2;1314;1314;2013;4;0;40;0;0;0;0;0;0;4;3,5;8;1,33;7;0;0;3,67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682504;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;5,75;8;0;6;100;0;19,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682506;10;1314;1314;2013;2;1;21;0;0;0;0;0;0;2;4;0;4,33;0;0;0;1,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682538;6,5;1314;1314;2013;1;1;11;0;0;0;0;0;0;4;5,75;5;2,67;5;0;0;3,45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
