studnr_a;result;cohort;cohort_blok;cohort_jaar;vooropl_type;profiel;vooropl_profiel;w1_prac;w2_prac;w3_prac;w4_prac;w5_prac;w6_prac;w1_quiz;w2_quiz;w3_quiz;w4_quiz;w5_quiz;w6_quiz;w7_oefen_toets;Category_total;CorrectUnassigned;IncorrectUnassigned;W1_MMLAttemps;W1_MMLMastery;W2_MMLAttemps;W2_MMLMastery;W3_MMLAttemps;W3_MMLMastery;W4_MMLAttemps;W4_MMLMastery;W5_MMLAttemps;W5_MMLMastery;W6_MMLAttemps;W6_MMLMastery;W8_MMLAttemps;W8_MMLMastery;Course;complete;Hoursviewed
688949;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;6;4;0;2,33;3;0;0;2,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688996;7,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;7,75;5;0;8;0;0;3,81; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,02
689006;6,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;3,63;3;0;3;0;0;2,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689033;7,5;1314;1314;2013;2;2;22;0;0;0;0;0;0;0;0;10;0;5;0;0;3,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689038;7,9;1314;1314;2013;2;4;24;0;0;0;0;0;0;2;3,88;5;2;2;0;0;2,29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689070;9,2;1314;1314;2013;3;9;39;0;0;0;0;0;0;5;5,88;5;3,67;6;0;0;3,93; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;11,41;1,01
689156;8;1314;1314;2013;2;1;21;0;0;0;0;0;0;4;4,63;8;5,67;6;0;0;4,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689159;10;1314;1314;2013;3;7;37;0;0;0;0;0;0;7;9;10;8,23;8;0;0;6,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689179;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;5;9;10;4,9;7,9;0;0;5,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689187;10;1314;1314;2013;2;5;25;0;0;0;0;0;0;5;8,75;10;6,67;8;90;0;19,76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689212;8,9;1314;1314;2013;2;5;25;0;0;0;0;0;0;7;2,63;6;5,67;5;85;0;17,12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689306;6,9;1314;1314;2013;1;3;13;0;0;0;0;0;0;3;2,75;5;0;0;0;0;1,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,4;0,1
689308;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;8;9;8;3,67;8,9;0;0;5,78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689341;4;14151;14151;2014;2;6;26;1;1;0;1;1;0;7,78;8;2,43;7,5;0;0;0;0;197;20;57;100;143;98,14814815;47;100;21;95,45454545;28;100;59;97,77777778;5;100; ; ; 
689354;3,1;1314;1314;2013;1;2;12;1;1;1;1;1;0;7,78;6;4,86;7,33;6;0;0;3,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689357;2,2;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;3,75;4;4,33;6;0;0;3,4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689451;0;1314;1314;2013;3;9;39;0;0;0;0;0;0;5;0;7;0;5;0;0;2,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689455;3,5;1314;1314;2013;1;6;16;0;0;0;0;0;0;1;5,5;7;5,23;2;0;0;3,19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689499;4,8;1314;1314;2013;3;7;37;0;0;0;0;0;0;6;3,63;0;1,33;6;0;0;2,61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689560;1,7;1314;1314;2013;3;3;33;0;0;0;0;0;0;4;2,38;3;2,33;0;0;0;1,8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689591;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;0;8;0;2,33;6;0;0;2,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;2,34;0,08
689607;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;4;7;10;8,67;9;0;0;5,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689648;5,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;1,63;5;3,33;7;0;0;3,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689670;4,1;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;3,63;0;2,33;3;0;0;1,99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689687;0;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;2,5;3;2,67;3;0;0;2,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689855;4,7;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;5,38;7;2;5;40;0;9,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689856;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;5;5;5,67;0;0;0;3,33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689899;9,6;1314;1314;2013;3;9;39;0;0;0;0;0;0;9;4,75;8;2;5;0;0;4,42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
689996;8,5;14151;14151;2014;3;9;39;1;1;1;1;1;1;5,56;6;7,5;9;0;8,59;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690055;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;7;8;9,67;6;0;0;5,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690204;2,8;14152;14152;2014;3;9;39;1;1;1;0;0;0;6,67;2;5,61;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; 
690248;6,2;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;4,88;4;3;3;0;0;2,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690293;1,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;2,5;5;1,67;0;0;0;1,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690302;3,9;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;3,38;5;1,67;5;0;0;2,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690314;7,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;6;4;2,33;5;0;0;2,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690316;2,5;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;9,5;5;6,67;4;0;0;4,33;191;7;31;100;85;100;85;100;71;100;36;65,2173913;116;93,33333333;4;60; ; ; 
690381;9,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;7;4,75;6;1,33;4;0;0;3,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690386;6;1314;1314;2013;1;4;14;0;0;0;0;0;0;4;1,63;7;5,67;9;0;0;4,2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690420;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;6;7;10;5,23;7;0;0;5,42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690454;6,8;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;0;6;3,33;2;0;0;2,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690501;2;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;3,25;5;0,33;0;0;0;1,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690529;2,7;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;0;9;2,33;0;0;0;2,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;13,85;1,17
690535;2,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;8,5;3;9;5;0;0;4,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690541;8,1;1314;1314;2013;3;3;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690597;0;14152;14152;2014;3;3;33;1;1;0;0;0;0;8,89;7;4,5;6;0;0,77;0;0;161;0;34;100;54;100;45;100;22;100;23;100;1;2,222222222;0;0; ; ; 
690601;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;6;5;5,33;10;0;0;13,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690699;0;14151;14151;2014;3;7;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;12;61;88,88888889;94;64,81481481;35;76,74418605;19;81,81818182;15;47,82608696;0;0;0;0; ; ; 
690763;4;14152;14152;2014;6;0;60;1;1;1;1;1;0;5,56;6;4,93;8;0;0;0;0;137;0;69;100;175;100;50;100;25;100;0;0;0;0;0;0; ; ; 
690811;5,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;2,88;6;2,67;4;0;0;2,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690856;10;1314;1314;2013;2;4;24;0;0;0;0;0;0;7;0;0;0;0;0;0;1,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690862;3,5;14152;14152;2014;3;5;35;1;1;1;1;0;0;7,78;3;3;1;0;4,62;0;0;25;33;0;0;0;0;131;93,02325581;15;22,72727273;16;56,52173913;0;0;0;0; ; ; 
690909;9,8;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;2,75;7;0;0;0;0;2,12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
690939;5,5;14152;14152;2014;3;7;37;1;1;1;0;0;0;6,67;2;3,5;6;0;4,62;0;0;137;1;38;100;53;50;88;100;30;100;56;100;20;11,11111111;0;0; ; ; 
690950;3,5;1314;1314;2013;1;1;11;0;0;0;0;0;0;1;4;4;2,33;3;0;0;2,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691006;3,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;3,38;5;2,33;1;0;0;2,26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691063;4;14152;14152;2014;1;3;13;1;1;1;0;0;0;10;4;3,36;0;0;0;0;0;82;7;62;88,88888889;89;48,14814815;38;58,13953488;45;100;0;0;0;0;0;0; ; ; 
691075;6,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;2,38;7;3,67;4;0;0;3,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;70,75;0,81
691082;2;1314;1314;2013;3;3;33;0;0;0;0;0;0;0;5,88;7;2;3;0;0;2,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691093;4,2;1314;1314;2013;3;3;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691134;6,6;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;4,63;5;4,33;3;0;0;2,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691193;6,5;1314;1314;2013;3;9;39;0;0;0;0;0;0;7;6;7;5,23;7;0;0;4,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Up and Running with Java Applications;0;0,02
691211;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;7;8,88;7;4;8;0;0;5,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691363;6;1314;1314;2013;3;2;32;0;0;0;0;0;0;1;8;0;4,33;4;0;0;2,67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691386;5,9;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;3,5;5;4;3;0;0;3,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691398;2,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;1,5;8;3,33;2;0;0;2,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691460;7;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;5,75;0;3,67;3;0;0;2,83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691550;3;14151;14151;2014;3;3;33;1;1;1;1;1;0;3,33;5;3,71;6;0;3,97;0;0;204;16;66;100;237;100;252;100;91;100;49;100;94;100;5;100; ; ; 
691594;0;1314;1314;2013;1;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;3,35;0,24
691629;9;14151;14151;2014;1;5;15;1;1;1;1;1;1;8,89;4;2,25;8;0;3,08;0;0;202;7;45;100;172;100;148;100;62;86,36363636;57;82,60869565;79;95,55555556;8;100; ; ; 
691637;8;1314;1314;2013;1;6;16;0;0;0;0;0;0;3;8,88;0;4,33;6;0;0;3,42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691681;9,5;1314;1314;2013;1;6;16;0;0;0;0;0;0;3;7;8;5;9;0;0;4,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
691727;9,5;1314;1314;2013;2;2;22;0;0;0;0;0;0;2;5;7;4,67;8;0;0;4,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;5,7;0,42
691738;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;4,75;6;5,9;9;0;0;5,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;10,89;0,91
691865;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;7;7;0;4;9;0;0;4,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,02
691884;4;14151;14151;2014;3;3;33;1;1;1;1;1;1;6,67;7;7,5;6;0;4,74;0;0;135;0;48;100;120;100;148;100;36;59,09090909;7;30,43478261;0;0;0;0; ; ; 
691931;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;6;4;1;4;0;0;2,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692017;0;14151;14151;2014;1;6;16;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;5,555555556;0;0;0;0;0;0;0;0;0;0;0;0; ; ; 
692035;9,9;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;6;9;2;0;0;0;3,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692039;8,8;1314;1314;2013;7;0;70;0;0;0;0;0;0;3;5,63;4;4,23;5;10;0;4,9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692138;3,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;0;10;1,23;4;0;0;2,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692162;10;1314;1314;2013;4;0;40;0;0;0;0;0;0;7,78;9;3;6,33;7;0;0;5,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692280;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;3,63;9;2,67;4;0;0;2,97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692324;8,3;14151;14151;2014;1;2;12;1;0;0;0;0;1;8,89;5;3,5;9;10;3,21;0;0;215;0;43;72,22222222;105;100;81;100;36;100;35;100;83;100;5;100; ; ; 
692326;10;1314;1314;2013;2;2;22;0;0;0;0;0;0;1;3;5;3,33;5;0;0;2,67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692354;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;0;8;5,9;9;90;0;18,29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692358;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;9;5,88;0;7;0;0;0;3,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692430;9,5;1314;1314;2013;2;6;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692440;0;14151;14151;2014;3;7;37;1;1;1;0;0;0;7,78;5;6,5;0;40;0;0;0;142;18;39;100;94;100;73;100;36;100;35;78,26086957;7;11,11111111;0;0; ; ; 
692441;1,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;6;3,75;0;0;0;0;0;1,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,31;0,09
692442;4;14152;14152;2014;3;2;32;1;1;0;0;0;0;3,33;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692448;8;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;4,63;0;4,23;5;0;0;2,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692532;0;14151;14151;2014;1;2;12;1;1;1;1;1;0;10;2;7;0;0;0;0;0;42;2;53;100;56;48,14814815;0;0;0;0;0;0;0;0;0;0; ; ; 
692536;1,7;1314;1314;2013;3;2;32;0;0;0;0;0;0;2;0,5;2;2,33;2;0;0;1,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,17
692538;1,6;1314;1314;2013;1;2;12;0;0;0;0;0;0;10;3,88;6;1;3;0;0;2,13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,02
692540;7,6;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;4,63;0;0,33;2;0;0;2,39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692581;3,8;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;3,5;10;1,33;4;0;0;3,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;4,82;0,51
692680;7;1314;1314;2013;2;2;22;0;0;0;0;0;0;2;1,5;6;5,9;6;0;0;3,29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692696;10;1314;1314;2013;4;0;40;0;0;0;0;0;0;8;7;5;3,23;6;0;0;4,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692707;6,5;14151;14151;2014;3;2;32;1;1;1;1;1;1;8,89;9;8,32;9;0;5,77;0;0;225;0;33;100;93;100;76;100;49;100;51;100;72;100;6;100; ; ; 
692793;2,5;1314;1314;2013;1;2;12;1;0;0;0;0;0;7,78;8;4;5;2;4,62;0;2,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692915;5,8;1314;1314;2013;3;7;37;0;0;0;0;0;0;0;0,25;6;2,33;5;0;0;2,09; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692918;9,2;1314;1314;2013;3;3;33;0;0;0;0;0;0;5;6;4;2,33;6;0;0;3,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,13
692924;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;8;6;8;8;7;0;0;5,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
692960;6,7;1314;1314;2013;1;1;11;0;0;0;0;0;0;2;5;3;0;3;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693100;10;14151;14151;2014;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;39;100;135;100;96;100;64;100;87;100;144;100;13;100; ; ; 
693137;8,6;1314;1314;2013;1;5;15;0;0;0;0;0;0;5;5,75;5;3,33;5;0;0;3,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693248;4,8;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;1,13;5;0;5;0;0;2,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;9,52;0,24
693280;6;1314;1314;2013;3;2;32;0;0;0;0;0;0;5;5,75;4;4,33;8;0;0;4,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693281;7,9;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;0,63;4;3,33;2;0;0;1,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;5,26;0,37
693320;2,6;1314;1314;2013;1;4;14;0;0;0;0;0;0;1;1,38;0;3,33;4;0;0;1,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;14,02;1,54
693340;9,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;6;7;3,67;0;0;0;2,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,02
693389;4,2;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;3;2;0;0;0;0;1,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693399;9,5;1314;1314;2013;2;7;27;0;0;0;0;0;0;9;0;0;0;0;0;0;1,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693434;9,4;1314;1314;2013;3;9;39;0;0;0;0;0;0;4;8,75;5;5,33;6;0;0;4,47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693445;10;1314;1314;2013;2;6;26;0;0;0;0;0;0;8;7,88;7;7,33;7;0;0;5,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693482;1;1314;1314;2013;1;4;14;0;0;0;0;0;0;4;0;0;0;4;0;0;1,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693511;0;14151;14151;2014;1;4;14;1;1;0;1;1;0;7,78;7;7,36;8,5;0;0;0;0;115;12;37;100;103;88,88888889;89;88,37209302;46;27,27272727;23;34,7826087;27;20;0;0; ; ; 
693620;6,1;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;4,88;5;7;6;0;0;4,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693664;4,8;1314;1314;2013;3;9;39;0;0;0;0;0;0;3;3,75;2;1;4;0;0;2,12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693738;0;1314;1314;2013;1;6;16;0;0;0;0;0;0;3;6,75;8;4,33;4;0;0;4,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693759;3,1;1314;1314;2013;1;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;8,53;0,62
693781;8,5;1314;1314;2013;3;3;33;0;0;0;0;0;0;8;9,88;4;3,57;5;0;0;4,68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693786;4,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;1,75;8;4;4;0;0;3,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;2,6;0,18
693850;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;0;0;3;0;5;0;0;1,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693859;9,9;1314;1314;2013;1;6;16;0;0;0;0;0;0;5;3,38;0;0;1;0;0;1,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693880;9,3;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;4,5;3;3,33;2;80;0;14,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693890;4,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;9;7,38;8;3;9;0;0;5,6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693928;9;14151;14151;2014;1;2;12;1;1;1;1;1;1;8,89;7;9,5;9;0;5,77;0;0;220;0;48;100;132;100;56;100;62;100;48;100;131;100;8;100; ; ; 
693931;1;1314;1314;2013;3;9;39;0;0;0;0;0;0;3;3,13;0;5,33;0;0;0;1,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693995;0;1314;1314;2013;3;9;39;0;0;0;0;0;0;0;1,38;2;1,33;4;0;0;1,34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
693998;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;8;8;9;6;9;0;0;6,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694019;2,1;1314;1314;2013;3;2;32;0;0;0;0;0;0;2;4,63;6;2,67;0;0;0;2,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;14,78;1,35
694032;3,8;1314;1314;2013;3;9;39;0;0;0;0;0;0;1;2,75;6;0,33;4;0;0;2,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;11,29;1,19
694051;3,7;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;3;6;2,33;0;0;0;2,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694058;4;14151;14151;2014;1;2;12;1;1;1;1;1;1;10;7;4,46;0;0;0;0;0;105;0;60;100;125;100;47;69,76744186;3;13,63636364;0;0;0;0;0;0; ; ; 
694106;5;14151;14151;2014;1;2;12;1;1;1;1;1;1;5,56;5;7;3;0;3,46;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694245;1,5;1314;1314;2013;3;3;33;0;0;0;0;0;0;4;0;1;2,33;2;0;0;1,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694260;6,5;14151;14151;2014;1;2;12;1;1;1;1;1;1;0;0;0;0;0;0;0;0;156;4;70;100;200;100;109;100;37;100;57;100;0;0;0;0; ; ; 
694282;0;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;2,38;4;2,33;2;0;0;1,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;31,4;2,54
694333;9;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;4;7;2,33;10;0;0;17,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694340;1;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;3;6;7;0;0;0;2,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;21,94;1,9
694355;4;14151;14151;2014;3;9;39;1;1;1;1;1;1;10;9;9;0;40;0;0;0;42;3;45;94,44444444;47;42,59259259;16;11,62790698;0;0;0;0;0;0;0;0; ; ; 
694365;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;9;8;7;6,33;10;0;0;6,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694397;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;7;0;0;6,67;9;0;0;3,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694499;8,3;1314;1314;2013;1;5;15;0;0;0;0;0;0;7;3,38;4;4;4;0;0;11,13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;6,04;0,53
