studnr_a,Cijfer,cohort,cohort_blok,vooropl_type,profiel,vooropl_profiel,w1_prac,w2_prac,w3_prac,w4_prac,w5_prac,w6_prac,w1_quiz,w2_quiz,w3_quiz,w4_quiz,w5_quiz,w6_quiz,w7_oefen_toets,Category_total,CorrectUnassigned,IncorrectUnassigned,W1_MMLAttemps,W1_MMLMastery,W2_MMLAttemps,W2_MMLMastery,W3_MMLAttemps,W3_MMLMastery,W4_MMLAttemps,W4_MMLMastery,W5_MMLAttemps,W5_MMLMastery,W6_MMLAttemps,W6_MMLMastery,W8_MMLAttemps,W8_MMLMastery,Course,complete,Hoursviewed
687538,1.2,1314,1314,1,2,12,0,0,0,0,0,0,1,2.13,8,0.33,4,0,0,2.56,181,62,82,100,113,100,131,100,6,100,48,90,47,100, , ,Java Essential Training,11.77,1.19
695981,1.3,1314,1314,3,2,32,0,0,0,0,0,0,3,0,5,0,3,0,0,1.69, , , , , , , , , , , , , , , , , , , 
515693,1.4,1314,1314,1,2,12,0,0,0,0,0,0,4,0,7,1,3,0,0,2.31,250,0,34,100,109,100,105,100,7,100,66,100,51,100, , ,Java Essential Training,56.97,7.56
679311,1.4,1314,1314,1,2,12,1,0,0,0,0,0,7.78,6,4.5,8.5,2,0,0,2.23,6,239,56,100,164,100,153,100,6,100,66,100,54,100, , , , , 
679843,1.4,1314,1314,1,6,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0.62,62,184,41,92,134,100,83,100,6,100,53,100,63,100, , , , , 
668784,1.5,1314,1314,1,2,12,0,0,0,0,0,0,8,1.13,0,2.33,4,0,0,2.38,0,13,0,0,24,24,0,0,0,0,0,0,4,6, , ,Java Essential Training,31.62,2.58
671881,1.5,1314,1314,1,2,12,1,1,0,1,0,0,0,0,0,7.5,0,0,0,0,14,1,13,38.88888889,15,14.81481481,0,0,0,0,0,0,0,0,0,0, , , 
684797,1.5,1314,1314,1,2,12,0,0,0,0,0,0,0,0,4,0,5,0,0,1.62,211,0,57,100,120,100,115,100,56,100,59,100,89,100,10,100, , , 
690293,1.5,1314,1314,1,2,12,0,0,0,0,0,0,2,2.5,5,1.67,0,0,0,1.72, , , , , , , , , , , , , , , , , , , 
692441,1.5,1314,1314,1,2,12,0,0,0,0,0,0,6,3.75,0,0,0,0,0,1.5, , , , , , , , , , , , , , , , ,Java Essential Training,1.31,0.09
694245,1.5,1314,1314,3,3,33,0,0,0,0,0,0,4,0,1,2.33,2,0,0,1.44,225,25,77,100,400,100,679,100,26,100,328,100,395,100, , , , , 
699142,1.5,1314,1314,1,2,12,0,0,0,0,0,0,7,2.38,5,3,6,0,0,3.6, , , , , , , , , , , , , , , , , , , 
692538,1.6,1314,1314,1,2,12,0,0,0,0,0,0,10,3.88,6,1,3,0,0,2.13,194,54,37,100,152,100,467,100,49,100,165,100,150,100, , ,Java Essential Training,0,0.02
688323,1.7,1314,1314,3,3,33,0,0,0,0,0,0,4,1.5,2,1,3,0,0,1.77,245,0,75,92,85,100,137,100,7,100,76,100,61,100, , , , , 
689560,1.7,1314,1314,3,3,33,0,0,0,0,0,0,4,2.38,3,2.33,0,0,0,1.8,8,11,0,0,0,0,13,16,6,100,0,0,8,9, , , , , 
692536,1.7,1314,1314,3,2,32,0,0,0,0,0,0,2,0.5,2,2.33,2,0,0,1.36, , , , , , , , , , , , , , , , ,Java Essential Training,0,0.17
695546,1.7,1314,1314,1,2,12,0,0,0,0,0,0,1.11,2,3,0,0,0,0,0.54,96,153,63,100,155,100,97,100,10,100,66,100,67,100, , , , , 
698855,1.7,1314,1314,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,65,100,70,100,74,100,6,100,51,100,35,100, , ,Java Essential Training,15.66,1.65
657208,1.9,1314,1314,1,5,15,0,0,0,0,0,0,3,3.63,3,2.33,4,0,0,2.46,250,0,40,100,179,100,186,100,20,100,56,100,58,100, , ,Java Essential Training,64.16,6.39
666581,1.9,1314,1314,1,2,12,0,0,0,0,0,0,0,2.25,8,0,4,0,0,2.19,21,152,78,88,88,100,113,100,6,100,20,22,0,0, , , , , 
547656,2,14151,14151,3,3,33,1,1,1,1,1,1,6.67,6,5.86,9.5,0,0,0,0,182,1,39,100,117,100,100,100,40,100,37,100,47,51.11111111,0,0, , , 
646276,2,14152,14152,1,2,12,1,1,1,1,1,0,7.78,5,7,3.5,0,6.15,0,0,199,4,58,100,130,100,107,100,53,100,52,91.30434783,90,100,0,0, , , 
668070,2,1314,1314,1,2,12,0,0,0,0,0,0,2,2.5,7,1.67,4,0,0,2.79,209,37,54,100,165,100,323,100,24,100,165,100,200,100, , ,Java Advanced Training,4.03,0.17
678384,2,1314,1314,3,9,39,0,0,0,0,0,0,0,2.38,5,0.33,1,0,0,1.34,67,179,75,92,113,100,109,100,22,100,57,100,48,100, , , , , 
680915,2,1314,1314,3,3,33,0,0,0,0,0,0,0,3.38,5,3,0,0,0,2.06,93,156,83,100,132,100,202,100,7,100,75,100,54,100, , , , , 
685570,2,14152,14152,1,4,14,1,1,1,0,0,0,6.67,4,4.64,1.5,0,0,0,0,151,1,29,77.77777778,78,100,52,93.02325581,29,100,33,95.65217391,0,0,0,0, , , 
687149,2,1314,1314,3,3,33,0,0,0,0,0,0,5,2.63,3,5.23,4,0,0,3.06,250,0,53,100,146,100,160,100,10,100,117,100,68,100, , , , , 
687570,2,1314,1314,1,2,12,0,0,0,0,0,0,3,2.63,5,2.33,2,0,0,2.3,244,6,58,100,167,100,141,100,6,100,120,100,51,100, , , , , 
690501,2,1314,1314,3,3,33,0,0,0,0,0,0,3,3.25,5,0.33,0,0,0,1.94,181,69,62,100,239,100,244,100,9,100,73,100,36,100, , , , , 
691082,2,1314,1314,3,3,33,0,0,0,0,0,0,0,5.88,7,2,3,0,0,2.75,183,0,45,92,71,97,74,100,6,100,25,45,0,0, , , , , 
694509,2,1314,1314,3,9,39,0,0,0,0,0,0,1,3.63,5,1.67,0,0,0,4.81,83,149,46,72,356,100,290,100,12,100,49,94,109,94, , ,Java Advanced Training,0,0.03
695428,2,1314,1314,1,4,14,0,0,0,0,0,0,3,3.63,4,2.33,4.9,0,0,2.75, , , , , , , , , , , , , , , , , , , 
696312,2,1314,1314,3,2,32,0,0,0,0,0,0,9,6,8,9,6,0,0,5.85,250,0,48,100,120,100,121,100,7,100,184,100,83,100, , ,Java Essential Training,3.94,0.28
715390,2,14151,14151,1,5,15,1,1,1,1,1,1,6.67,4,6.21,6.5,0,7.69,0,0,210,2,16,77.77777778,95,100,184,100,91,95.45454545,80,100,145,95.55555556,23,100, , , 
619798,2.1,1314,1314,1,2,12,0,0,0,0,0,0,0,0,3,5.33,4,0,0,1.9,18,140,0,0,119,82,81,32,32,100,73,100,49,94, , ,Java Essential Training,54.37,3.68
662597,2.1,1314,1314,1,1,11,0,0,0,0,0,0,1,0,7,0,0,0,0,1.23,77,87,110,100,186,100,97,97,11,100,4,2,0,0, , , , , 
688341,2.1,1314,1314,1,4,14,0,0,0,0,0,0,0,2.38,6,1,0,0,0,1.44,247,0,57,88,178,100,196,100,12,100,84,100,102,100, , ,Java Essential Training,29.72,0.08
694019,2.1,1314,1314,3,2,32,0,0,0,0,0,0,2,4.63,6,2.67,0,0,0,2.35, , , , , , , , , , , , , , , , ,Java Essential Training,14.78,1.35
694595,2.1,1314,1314,1,5,15,0,0,0,0,0,0,0,0.63,0,3,3,0,0,1.02,0,250,44,100,142,100,177,100,19,100,145,100,53,100, , , , , 
699381,2.1,1314,1314,3,3,33,0,0,0,0,0,0,1,1.38,2,1.33,5,0,0,1.65,102,141,69,88,91,100,85,100,9,100,60,100,38,89, , , , , 
667604,2.2,1314,1314,1,1,11,0,0,0,0,0,0,2,3.63,0,0.33,2,0,0,1.22,131,27,63,88,169,94,102,74,13,100,9,8,42,69, , , , , 
683932,2.2,1314,1314,3,3,33,0,0,0,0,0,0,3,3.5,3,2,3,0,0,2.23,59,5,52,84,68,47,1,1,9,100,5,6,22,40, , ,Java Essential Training,28.52,2.19
689357,2.2,1314,1314,1,5,15,0,0,0,0,0,0,4,3.75,4,4.33,6,0,0,3.4,240,8,53,100,228,100,251,100,17,100,61,100,47,100, , , , , 
710465,2.2,14151,14151,1,2,12,1,1,0,1,1,0,5.56,4,4.71,6,0,6.54,0,0,170,3,37,88.88888889,116,92.59259259,71,67.44186047,26,40.90909091,34,100,71,95.55555556,6,60, , , 
681432,2.3,1314,1314,3,3,33,0,0,0,0,0,0,3,1.25,3,0.33,5,0,0,1.94, , , , , , , , , , , , , , , , , , , 
716622,2.3,14152,14152,1,2,12,1,1,1,1,1,0,7.78,2,3.07,0,0,0,0,0,117,1,41,100,110,100,68,100,2,4.545454545,4,8.695652174,0,0,0,0, , , 
636241,2.5,14151,14151,1,5,15,1,1,1,1,1,1,6.67,5,4.5,0,40,3.21,0,0,217,1,22,88.88888889,151,100,245,100,45,100,56,100,115,100,25,100, , , 
688880,2.5,1314,1314,1,2,12,1,1,1,1,1,0,8.89,9,3.5,6.5,0,5,0,0,140,1,57,100,94,100,61,100,35,100,7,17.39130435,0,0,0,0, , , 
690316,2.5,1314,1314,3,3,33,0,0,0,0,0,0,3,9.5,5,6.67,4,0,0,4.33,191,7,31,100,85,100,85,100,71,100,36,65.2173913,116,93.33333333,4,60, , , 
692793,2.5,1314,1314,1,2,12,1,0,0,0,0,0,7.78,8,4,5,2,4.62,0,2.21,235,15,75,100,204,100,492,100,40,100,151,100,79,100, , , , , 
699234,2.5,1314,1314,1,6,16,0,0,0,0,0,0,3,4.5,5,1.67,3,0,0,2.64,222,19,48,88,189,100,400,93,45,100,202,100,94,100, , , , , 
703545,2.5,14151,14151,1,6,16,1,0,0,0,0,0,10,0,0,0,0,0,0,0,149,1,42,100,120,100,156,100,86,100,68,56.52173913,0,0,0,0, , , 
709615,2.5,14151,14151,4,0,40,1,1,1,1,1,1,0,0,5.5,6,0,0,0,0,211,8,35,94.44444444,87,100,55,100,47,100,35,100,80,100,5,100, , , 
711426,2.5,14151,14151,3,9,39,1,1,1,1,1,1,5.56,9,8,0,70,0,0,0,191,0,45,100,100,100,96,100,74,100,47,100,69,68.88888889,0,0, , , 
714179,2.5,14152,14152,1,5,15,1,1,1,1,1,0,5.56,3,1.68,0,0,0,0,0,95,9,37,100,81,62.96296296,44,100,25,40.90909091,0,0,0,0,0,0, , , 
716161,2.5,14152,14152,3,3,33,1,1,1,1,0,0,8.89,3,4.5,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
717700,2.5,14151,14151,5,0,50,1,1,1,1,1,1,7.78,7,9,6,0,7.05,0,0, , , , , , , , , , , , , , , , , , , 
604943,2.6,1314,1314,3,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,85,100,174,100,155,99,6,100,49,100,38,97, , , , , 
685156,2.6,1314,1314,1,2,12,0,0,0,0,0,0,5,2.38,8,0,6,0,0,3.29,151,65,35,92,94,100,190,100,8,100,80,90,19,26, , , , , 
693320,2.6,1314,1314,1,4,14,0,0,0,0,0,0,1,1.38,0,3.33,4,0,0,1.74,65,176,69,100,93,100,92,100,8,100,51,82,39,100, , ,Java Essential Training,14.02,1.54
699350,2.6,1314,1314,3,2,32,0,0,0,0,0,0,5,3.88,9,0,2,0,0,3.06,0,82,135,32,17,15,74,88,7,100,1,2,0,0, , , , , 
690529,2.7,1314,1314,3,3,33,0,0,0,0,0,0,3,0,9,2.33,0,0,0,2.62,112,75,54,100,74,100,121,90,0,0,0,0,46,100, , ,Java Essential Training,13.85,1.17
691398,2.7,1314,1314,1,2,12,0,0,0,0,0,0,0,1.5,8,3.33,2,0,0,2.28,0,250,37,100,65,100,77,100,6,100,49,100,38,100, , , , , 
670567,2.8,1314,1314,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
680876,2.8,14151,14151,3,9,39,1,1,1,1,1,1,7.78,2,5.71,2.5,0,5.51,0,0,220,0,40,100,89,100,65,100,36,100,41,100,78,100,5,100, , , 
690204,2.8,14152,14152,3,9,39,1,1,1,0,0,0,6.67,2,5.61,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
690535,2.8,1314,1314,1,2,12,0,0,0,0,0,0,2,8.5,3,9,5,0,0,4.23,134,112,43,100,86,100,94,100,7,100,51,100,45,100, , , , , 
696203,2.8,1314,1314,1,2,12,0,0,0,0,0,0,1,2.38,6,2.33,2,0,0,2.11,249,0,79,100,178,100,115,100,7,100,90,100,56,100, , , , , 
679135,2.9,1314,1314,1,2,12,0,0,0,0,0,0,1,2.38,4,2.67,0,0,0,1.54,246,0,48,88,134,100,285,100,23,100,133,100,80,100, , , , , 
696626,2.9,1314,1314,3,3,33,0,0,0,0,0,0,1,1.5,2,2,1,0,0,1.15,78,172,50,100,94,100,82,100,7,100,53,100,41,100, , , , , 
719441,2.9,14152,14152,1,2,12,1,1,1,0,0,0,8.89,8,2.14,1,0,0,0,0,20,0,43,77.77777778,18,11.11111111,0,0,0,0,0,0,0,0,0,0, , , 
639315,3,1314,1314,1,4,14,0,0,0,0,0,0,0,5.75,4,2.33,2,0,0,2.17,30,216,38,100,128,100,113,96,13,100,105,100,50,100, , , , , 
681478,3,1314,1314,3,3,33,0,0,0,0,0,0,3,1.5,5,3,0,0,0,1.92,64,182,96,100,241,100,345,100,20,100,86,100,47,91, , ,Java Essential Training,16.47,1.39
683156,3,1314,1314,1,2,12,0,0,0,0,0,0,1,2.88,8,1.33,7,0,0,3.11, , , , , , , , , , , , , , , , ,Java Essential Training,4.6,0.33
686572,3,1314,1314,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,64,88,142,100,82,74,8,100,59,98,0,0, , ,Java Essential Training,82.88,2.85
687602,3,1314,1314,3,9,39,0,0,0,0,0,0,3,0,3,2.67,2,0,0,1.64,163,87,78,100,170,100,229,100,135,100,184,100,119,100, , ,Java Essential Training,72.94,1.16
691550,3,14151,14151,3,3,33,1,1,1,1,1,0,3.33,5,3.71,6,0,3.97,0,0,204,16,66,100,237,100,252,100,91,100,49,100,94,100,5,100, , , 
697387,3,1314,1314,3,3,33,0,0,0,0,0,0,2,4.75,3,3.33,6,0,0,2.94, , , , , , , , , , , , , , , , , , , 
698158,3,1314,1314,3,9,39,0,0,0,0,0,0,4,2.63,6,2.33,8,0,0,3.53,110,136,84,92,151,100,392,100,29,100,145,100,82,100, , ,Java Essential Training,52.62,3.89
699408,3,14151,14151,1,4,14,1,1,1,1,1,1,7.78,5,4,8,0,6.92,0,0,220,0,47,100,104,100,139,100,60,100,47,100,78,100,6,100, , , 
708162,3,14151,14151,1,5,15,1,1,1,1,1,1,3.33,0,0,0,0,0,0,0,143,0,54,100,157,100,122,100,68,100,23,26.08695652,0,0,0,0, , , 
708245,3,14151,14151,1,6,16,1,1,1,1,1,1,5.56,4,3.5,4.5,0,4.36,0,0,225,0,56,100,132,100,118,100,75,100,117,100,118,100,7,100, , , 
716152,3,14151,14151,1,2,12,0,0,0,0,0,0,8.89,3,4.86,8,10,5.38,0,0,37,5,50,100,24,20.37037037,0,0,3,4.545454545,19,30.43478261,3,2.222222222,0,0, , , 
720034,3,14151,14151,1,5,15,1,1,1,1,1,1,5.56,3,3.75,0,0,0,0,0,220,0,47,100,118,100,127,100,42,100,30,100,58,100,7,100, , , 
722677,3,14151,14151,5,0,50,1,1,1,1,1,1,8.89,7,0,4.5,0,0,0,0, , , , , , , , , , , , , , , , , , , 
688947,3.1,1314,1314,4,0,40,0,0,0,0,0,0,4,1.63,4,0,5,0,0,2.25, , , , , , , , , , , , , , , , ,Java Essential Training,38.99,3.82
689354,3.1,1314,1314,1,2,12,1,1,1,1,1,0,7.78,6,4.86,7.33,6,0,0,3.51,250,0,91,100,465,100,590,100,56,100,274,100,116,100, , , , , 
693759,3.1,1314,1314,1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,182,54,92,100,77,106,77,13,100,66,100,28,40, , ,Java Essential Training,8.53,0.62
712252,3.1,14152,14152,1,4,14,1,1,1,0,0,0,7.78,3,3.21,7.5,0,4.62,0,0, , , , , , , , , , , , , , , , , , , 
631048,3.2,1314,1314,2,2,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0.31,61,185,54,100,178,100,106,99,8,100,59,100,39,94, , , , , 
682973,3.2,1314,1314,1,2,12,0,0,0,0,0,0,1,1.75,2,3.33,5,0,0,2.01,134,112,50,100,121,100,165,100,21,100,92,100,55,100, , ,Java Essential Training,68.28,4.85
696139,3.2,1314,1314,1,3,13,0,0,0,0,0,0,1,1.25,3,0.33,0,15,0,3.17,172,0,66,88,187,100,0,0,10,100,117,100,111,100, , , , , 
697437,3.2,1314,1314,2,4,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15,92,155,39,100,128,100,229,100,7,100,52,100,45,94, , , , , 
688817,3.3,1314,1314,1,1,11,0,0,0,0,0,0,1,1.38,10,3.33,4,0,0,3.39,127,121,47,100,184,100,372,99,9,100,110,100,105,100, , , , , 
685255,3.4,1314,1314,3,9,39,0,0,0,0,0,0,1,1.5,6,2.33,3,0,0,2.13,193,54,63,100,264,100,222,100,12,100,158,100,95,100, , , , , 
695044,3.4,1314,1314,1,2,12,1,1,1,1,0,0,1,2.5,4,2.33,2,0,0,1.82,232,10,83,88,352,100,361,100,14,100,106,90,56,100, , ,Java Essential Training,5.58,0.71
624030,3.5,1314, , , , ,0,0,0,0,0,0,2,2.63,1,0.33,3,0,0,1.38,147,88,88,100,191,94,149,100,8,100,86,100,71,100, , ,Java Essential Training,38.84,4.29
677032,3.5,14151,14151,3,9,39,1,1,1,1,1,0,8.89,0,0,2.5,0,0,0,0,225,0,52,100,118,100,91,100,94,100,50,100,120,100,10,100, , , 
678509,3.5,14151,14151,3,9,39,1,1,1,1,1,1,7.78,8,4.5,7,0,4.74,0,0,220,0,32,100,77,100,67,100,33,100,33,100,76,100,9,100, , , 
681228,3.5,14152,14152,1,6,16,1,1,1,1,1,0,6.67,3,3.96,2.5,0,0,0,0,131,1,45,77.77777778,186,100,117,97.6744186,41,100,0,0,0,0,0,0, , , 
686941,3.5,1314,1314,1,2,12,0,0,0,0,0,0,6,6,7,3,9,0,0,4.77, , , , , , , , , , , , , , , , , , , 
689455,3.5,1314,1314,1,6,16,0,0,0,0,0,0,1,5.5,7,5.23,2,0,0,3.19,43,201,68,100,129,100,151,100,6,100,55,100,49,100, , , , , 
690862,3.5,14152,14152,3,5,35,1,1,1,1,0,0,7.78,3,3,1,0,4.62,0,0,25,33,0,0,0,0,131,93.02325581,15,22.72727273,16,56.52173913,0,0,0,0, , , 
690950,3.5,1314,1314,1,1,11,0,0,0,0,0,0,1,4,4,2.33,3,0,0,2.21,126,124,75,100,213,100,245,100,70,100,68,100,53,100, , , , , 
692138,3.5,1314,1314,1,2,12,0,0,0,0,0,0,1,0,10,1.23,4,0,0,2.88,33,93,0,0,26,21,80,47,8,100,67,100,28,71, , , , , 
703958,3.5,14151,14151,1,6,16,1,1,1,1,1,1,6.67,3,4.32,0,0,4.74,0,0,213,6,66,88.88888889,116,100,83,100,36,100,48,100,76,100,5,100, , , 
704896,3.5,14152,14152,6,0,60,1,1,1,1,0,0,7.78,5,6,8.5,0,0,0,0,181,0,49,100,193,100,165,100,38,100,63,100,36,46.66666667,0,0, , , 
706221,3.5,14151,14151,1,2,12,1,1,1,1,1,1,7.78,7,4.36,8,0,7.69,0,0, , , , , , , , , , , , , , , , , , , 
708886,3.5,14152,14152,1,6,16,1,1,1,1,1,0,7.78,9,5.36,2.5,0,0,0,0, , , , , , , , , , , , , , , , , , , 
714017,3.5,14152,14152,6,0,60,1,1,1,0,0,0,0,0,0,0,0,0,0,0,102,3,32,100,84,100,42,41.86046512,20,68.18181818,0,0,0,0,0,0, , , 
714899,3.5,14151,14151,3,2,32,1,1,1,1,1,1,7.78,5,6.5,3.5,0,7.05,0,0,217,2,49,94.44444444,146,100,120,100,65,100,52,100,127,100,16,100, , , 
720793,3.5,14151,14151,1,2,12,1,1,1,1,1,1,7.78,9,8.86,9,40,7.69,0,0,219,1,41,100,118,100,84,100,31,100,40,100,88,100,8,100, , , 
676290,3.6,1314,1314,1,6,16,0,0,0,0,0,0,3,0.63,5,1.33,3,0,0,1.99, , , , , , , , , , , , , , , , ,Java Essential Training,32.43,2.62
696437,3.6,1314,1314,3,9,39,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,207,39,66,88,249,100,185,100,7,100,59,100,110,100, , ,Java Essential Training,6.34,0.45
659479,3.7,1314,1314,1,4,14, , , , , , , , , , , , , , ,248,0,53,100,155,100,249,100,18,100,130,100,184,100, , ,Java Essential Training,15.49,1.21
668356,3.7,1314,1314,1,2,12,0,0,0,0,0,0,3.33,8,2.75,2.33,8,4.74,0,4.38, , , , , , , , , , , , , , , , ,Java Essential Training,13.67,0.28
691006,3.7,1314,1314,1,2,12,0,0,0,0,0,0,3,3.38,5,2.33,1,0,0,2.26,98,147,64,100,231,100,186,100,24,100,139,100,68,100, , , , , 
694051,3.7,1314,1314,1,5,15,0,0,0,0,0,0,3,3,6,2.33,0,0,0,2.21,250,0,49,100,137,100,270,100,18,100,152,100,105,100, , , , , 
665273,3.8,1314,1314,1,2,12,0,0,0,0,0,0,1,3.63,3,3.33,4,0,0,2.73,232,15,72,100,230,100,184,100,7,100,84,100,63,100, , ,Java Essential Training,52.26,0.32
686111,3.8,1314,1314,1,5,15,0,0,0,0,0,0,1,5,7,2.67,3,0,0,2.87,250,0,37,100,144,100,302,100,23,100,112,100,85,100, , ,Java Essential Training,22.58,1.6
692581,3.8,1314,1314,3,3,33,0,0,0,0,0,0,3,3.5,10,1.33,4,0,0,3.79,198,37,66,100,121,100,99,89,9,100,73,98,46,97, , ,Java Essential Training,4.82,0.51
694032,3.8,1314,1314,3,9,39,0,0,0,0,0,0,1,2.75,6,0.33,4,0,0,2.17, , , , , , , , , , , , , , , , ,Java Essential Training,11.29,1.19
696309,3.8,1314,1314,1,2,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0.89,92,148,69,88,70,100,82,100,6,100,44,90,35,100, , , , , 
717157,3.8,14152,14152,1,2,12,0,1,1,1,0,0,10,3,3.86,7.5,0,5,0,0,111,0,65,100,87,96.2962963,88,95.34883721,0,0,0,0,0,0,0,0, , , 
673227,3.9,1314, , , , ,0,0,0,0,0,0,0,0,0,1.33,2,0,0,0.51,249,1,27,100,97,100,257,100,12,100,111,100,83,100, , , , , 
683106,3.9,1314,1314,3,3,33,0,0,0,0,0,0,3,5,4,2.67,5,0,0,3.03, , , , , , , , , , , , , , , , , , , 
690302,3.9,1314,1314,1,2,12,0,0,0,0,0,0,2,3.38,5,1.67,5,0,0,2.62,250,0,54,100,195,100,281,100,20,100,197,100,174,100, , , , , 
527565,4,14151,14151,1,6,16,1,1,1,1,1,0,8.89,2,5.5,8,0,3.97,0,0,219,0,36,94.44444444,81,100,90,100,61,100,51,100,111,100,7,100, , , 
607571,4,14151,14151,3,9,39,0,1,1,1,1,0,8.89,9,0,7.5,0,8.46,0,0,216,4,69,100,127,100,128,100,52,100,62,100,135,100,8,100, , , 
617753,4,14151,14151,3,3,33,1,1,1,0,0,0,6.67,3,4.57,0,0,0,0,0,77,0,47,100,151,100,6,11.62790698,0,0,0,0,0,0,0,0, , , 
629183,4,14151,14151,1,2,12,1,1,1,1,1,1,6.67,5,5.5,3,0,0,0,0, , , , , , , , , , , , , , , , , , , 
640502,4,14151,14151,1,2,12,0,0,0,0,0,0,7.78,3,2.32,6.5,70,9.23,0,0,97,0,38,77.77777778,84,81.48148148,0,0,0,0,16,30.43478261,67,71.11111111,0,0, , , 
646480,4,1314,1314,1,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15,249,1,41,100,141,100,239,100,26,100,147,100,38,100, , ,Java Essential Training,28.15,0.18
653855,4,14151,14151,2,2,22,1,1,1,1,1,1,8.89,9,7,9,0,9.62,0,0,220,0,33,100,123,100,107,100,38,100,58,100,120,100,8,100, , , 
654016,4,14152,14152,6,0,60,1,1,1,0,0,0,10,3,3.18,3.5,0,3.21,0,0, , , , , , , , , , , , , , , , , , , 
664598,4,14151,14151,1,5,15,1,1,1,1,1,1,7.78,8,5,8,0,6.28,0,0, , , , , , , , , , , , , , , , , , , 
669087,4,14152,14152,1,2,12,1,1,1,1,1,0,3.33,9,1.61,4,0,2.31,0,0,205,0,55,100,103,100,75,100,26,100,31,100,61,100,0,0, , , 
669549,4,14151,14151,3,2,32,1,1,1,1,1,1,10,6,7.71,6.5,0,9.36,0,0,225,0,38,100,120,100,168,100,110,100,161,100,80,100,11,100, , , 
670569,4,14151,14151,1,2,12,1,1,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
671964,4,14151,14151,1,5,15,1,1,1,1,1,1,8.89,6,3,4,0,5.51,0,0,211,1,38,77.77777778,99,100,103,100,82,100,56,91.30434783,86,95.55555556,11,100, , , 
672165,4,14151,14151,3,3,33,1,1,1,1,1,1,7.78,6,7.5,3,0,9.36,0,0,220,0,42,100,132,100,93,100,38,100,30,100,63,100,5,100, , , 
672332,4,14151,14151,1,2,12,1,1,1,1,1,1,10,6,7,0,0,5.9,0,0,173,0,47,88.88888889,128,100,123,100,75,100,69,100,63,33.33333333,0,0, , , 
675460,4,14152,14152,1,2,12,1,1,1,1,1,0,10,4,3.5,1,0,3.46,0,0,210,0,66,100,117,100,65,100,34,100,29,100,57,100,35,100, , , 
676015,4,14151,14151,3,3,33,1,1,1,1,1,1,8.89,5,8.71,8,0,4.74,0,0,37,2,56,100,80,38.88888889,0,0,0,0,0,0,0,0,0,0, , , 
679620,4,14152,14152,1,2,12,1,1,0,0,0,0,6.67,1,0.43,0,0,0,0,0,63,0,19,100,0,0,35,60.46511628,23,86.36363636,0,0,0,0,0,0, , , 
680089,4,14151,14151,1,3,13,1,1,1,1,1,1,8.89,4,3.75,10,0,10,0,0, , , , , , , , , , , , , , , , , , , 
681195,4,14151,14151,1,2,12,1,1,1,1,1,1,6.67,0,5,3,0,4.74,0,0,225,0,28,100,128,100,156,100,65,100,60,100,98,100,8,100, , , 
681981,4,1314,1314,1,2,12,0,0,0,0,0,0,7,2.25,0,0,0,0,0,1.42,249,0,50,100,146,100,162,100,11,100,157,100,69,100, , ,Java Essential Training,12.33,1.04
682200,4,14151,14151,1,1,11,1,1,1,1,1,1,6.67,5,7.5,6.5,0,7.05,0,0,225,0,52,100,98,100,95,100,58,100,76,100,98,100,9,100, , , 
682548,4,1314,1314,1,2,12,0,0,0,0,0,0,2,6.63,7,3.33,6,0,0,3.84,250,0,56,100,151,100,208,100,33,100,175,100,110,100, , , , , 
682821,4,14152,14152,3,3,33,1,1,1,1,1,0,6.67,4,3.21,7.5,0,5.77,0,0,205,0,38,100,94,100,72,100,26,100,59,100,93,100,0,0, , , 
682997,4,14151,14151,1,5,15,1,1,1,1,0,1,8.89,3,0,3,0,0,0,0, , , , , , , , , , , , , , , , , , , 
684260,4,14152,14152,3,3,33,1,1,1,1,1,0,8.89,2,0.86,6,0,2.69,0,0,205,0,53,100,208,100,108,100,66,100,46,100,99,100,0,0, , , 
684291,4,1314,1314,3,3,33,0,0,0,0,0,0,0,1.38,3,3,4,0,0,1.75,49,199,83,100,126,100,246,100,10,100,102,100,69,100, , , , , 
684515,4,14152,14152,3,3,33,1,1,1,1,1,0,8.89,8,6,7.5,0,4.74,0,0,209,1,47,100,86,100,69,100,27,100,37,100,55,100,24,100, , , 
684807,4,1314,1314,1,5,15,0,0,0,0,0,0,1,0,6,2.33,0,0,0,1.44, , , , , , , , , , , , , , , , , , , 
