studnr_a,Cijfer,cohort,cohort_blok,vooropl_type,profiel,vooropl_profiel,w1_prac,w2_prac,w3_prac,w4_prac,w5_prac,w6_prac,w1_quiz,w2_quiz,w3_quiz,w4_quiz,w5_quiz,w6_quiz,w7_oefen_toets,Category_total,CorrectUnassigned,IncorrectUnassigned,W1_MMLAttemps,W1_MMLMastery,W2_MMLAttemps,W2_MMLMastery,W3_MMLAttemps,W3_MMLMastery,W4_MMLAttemps,W4_MMLMastery,W5_MMLAttemps,W5_MMLMastery,W6_MMLAttemps,W6_MMLMastery,W8_MMLAttemps,W8_MMLMastery,Course,complete,Hoursviewed
688949,10,1314,1314,1,4,14,0,0,0,0,0,0,6,4,0,2.33,3,0,0,2.36,214,23,42,88,106,100,224,93,10,100,118,100,101,100, , , , , 
689159,10,1314,1314,3,7,37,0,0,0,0,0,0,7,9,10,8.23,8,0,0,6.5,250,0,39,100,109,100,170,100,7,100,67,100,59,100, , , , , 
689179,10,1314,1314,1,4,14,0,0,0,0,0,0,5,9,10,4.9,7.9,0,0,5.66,186,62,52,100,100,100,158,100,11,100,99,100,77,100, , , , , 
689187,10,1314,1314,2,5,25,0,0,0,0,0,0,5,8.75,10,6.67,8,90,0,19.76,218,31,41,100,86,100,169,100,18,100,105,100,80,100, , , , , 
689308,10,1314,1314,1,5,15,0,0,0,0,0,0,8,9,8,3.67,8.9,0,0,5.78,240,10,43,100,92,100,171,100,7,100,84,100,112,100, , , , , 
689591,10,1314,1314,1,4,14,0,0,0,0,0,0,0,8,0,2.33,6,0,0,2.51,118,131,45,100,161,100,131,100,6,100,51,100,43,100, , ,Java Advanced Training,2.34,0.08
689607,10,1314,1314,3,2,32,0,0,0,0,0,0,4,7,10,8.67,9,0,0,5.95,250,0,32,100,101,100,156,100,7,100,93,100,141,100, , , , , 
689856,10,1314,1314,3,2,32,0,0,0,0,0,0,6,5,5,5.67,0,0,0,3.33,250,0,29,100,88,100,122,100,19,100,57,100,55,100, , , , , 
690055,10,1314,1314,3,2,32,0,0,0,0,0,0,6,7,8,9.67,6,0,0,5.64,134,116,44,100,115,100,177,100,10,100,74,100,77,100, , , , , 
690420,10,1314,1314,3,3,33,0,0,0,0,0,0,6,7,10,5.23,7,0,0,5.42,249,1,26,100,160,100,325,100,31,100,189,100,130,100, , , , , 
690601,10,1314,1314,1,5,15,0,0,0,0,0,0,1,6,5,5.33,10,0,0,13.44,85,157,71,100,140,100,199,100,27,100,108,90,70,100, , , , , 
690856,10,1314,1314,2,4,24,0,0,0,0,0,0,7,0,0,0,0,0,0,1.08,250,0,41,100,106,100,186,100,11,100,91,100,111,100, , , , , 
691211,10,1314,1314,1,4,14,0,0,0,0,0,0,7,8.88,7,4,8,0,0,5.37,211,39,45,100,125,100,234,100,21,100,122,100,64,100, , , , , 
691738,10,1314,1314,1,2,12,0,0,0,0,0,0,3,4.75,6,5.9,9,0,0,5.79,146,104,49,100,108,100,154,100,14,100,105,100,43,100, , ,Java Essential Training,10.89,0.91
691865,10,1314,1314,3,2,32,0,0,0,0,0,0,7,7,0,4,9,0,0,4.15,199,51,44,100,109,100,184,100,13,100,95,100,116,100, , ,Java Essential Training,0,0.02
691931,10,1314,1314,3,3,33,0,0,0,0,0,0,2,6,4,1,4,0,0,2.62,194,54,50,100,138,100,294,100,8,100,156,100,96,100, , , , , 
692162,10,1314,1314,4,0,40,0,0,0,0,0,0,7.78,9,3,6.33,7,0,0,5.44,248,2,34,100,120,100,186,100,16,100,91,100,123,100, , , , , 
692280,10,1314,1314,1,5,15,0,0,0,0,0,0,0,3.63,9,2.67,4,0,0,2.97,242,8,44,100,222,100,470,100,26,100,148,100,166,100, , , , , 
692326,10,1314,1314,2,2,22,0,0,0,0,0,0,1,3,5,3.33,5,0,0,2.67, , , , , , , , , , , , , , , , , , , 
692354,10,1314,1314,3,2,32,0,0,0,0,0,0,6,0,8,5.9,9,90,0,18.29,81,169,34,100,96,100,121,100,8,100,83,100,105,100, , , , , 
692358,10,1314,1314,3,2,32,0,0,0,0,0,0,9,5.88,0,7,0,0,0,3.37,125,124,47,100,124,100,124,100,6,100,49,100,46,100, , , , , 
692696,10,1314,1314,4,0,40,0,0,0,0,0,0,8,7,5,3.23,6,0,0,4.5,244,6,48,100,126,100,445,100,21,100,143,100,114,100, , , , , 
692924,10,1314,1314,1,4,14,0,0,0,0,0,0,8,6,8,8,7,0,0,5.69,124,126,43,100,117,100,242,100,19,100,126,100,145,100, , , , , 
693100,10,14151,14151,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,39,100,135,100,96,100,64,100,87,100,144,100,13,100, , , 
693445,10,1314,1314,2,6,26,0,0,0,0,0,0,8,7.88,7,7.33,7,0,0,5.72, , , , , , , , , , , , , , , , , , , 
693850,10,1314,1314,3,3,33,0,0,0,0,0,0,0,0,3,0,5,0,0,1.23,181,64,69,100,159,100,356,100,26,100,158,100,111,97, , , , , 
693998,10,1314,1314,1,4,14,0,0,0,0,0,0,8,8,9,6,9,0,0,6.15,250,0,51,100,117,100,176,100,9,100,74,100,84,100, , , , , 
694365,10,1314,1314,3,3,33,0,0,0,0,0,0,9,8,7,6.33,10,0,0,6.21,245,1,44,88,113,100,233,100,20,100,117,100,138,100, , , , , 
694397,10,1314,1314,3,2,32,0,0,0,0,0,0,7,0,0,6.67,9,0,0,3.49,246,0,46,92,122,100,192,100,12,100,85,100,98,100, , , , , 
694691,10,1314,1314,1,5,15,0,0,0,0,0,0,7,5.63,7,7.33,6,0,0,5.07,245,0,50,100,102,100,119,100,14,100,64,100,47,91, , , , , 
694942,10,1314,1314,3,2,32,0,0,0,0,0,0,7,8,8,8,9,0,0,6.15,250,0,37,100,84,100,192,100,8,100,94,100,119,100, , , , , 
695292,10,1314,1314,2,5,25,0,0,0,0,0,0,7,8,9,3.67,9,95,0,20.26,249,1,32,100,107,100,161,100,14,100,120,100,136,100, , , , , 
695367,10,1314,1314,1,6,16,0,0,0,0,0,0,7,3.88,3,2.33,4,0,0,3.11, , , , , , , , , , , , , , , , , , , 
695370,10,1314,1314,3,2,32,0,0,0,0,0,0,7,0,10,10,9,0,0,5.54,225,25,46,100,91,100,132,100,8,100,50,100,69,100, , , , , 
695395,10,1314,1314,3,2,32,0,0,0,0,0,0,4,7,0,6,9,0,0,4,137,113,53,100,130,100,128,100,6,100,86,100,85,100, , , , , 
695709,10,1314,1314,1,6,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,250,0,50,100,116,100,205,100,9,100,92,100,121,100, , , , , 
695887,10,14151,14151,1,1,11,1,1,1,1,1,1,8.89,0,8,0,0,7.82,0,0,225,0,37,100,92,100,83,100,49,100,57,100,118,100,8,100, , , 
695938,10,1314,1314,1,5,15,0,0,0,0,0,0,0,5,7,6,0,0,0,17.38,189,59,52,92,105,100,326,100,49,100,147,100,224,100, , ,Java Essential Training,14.1,1.02
696110,10,1314,1314,1,6,16,0,0,0,0,0,0,6,7.88,6,3.33,4,5,0,4.96, , , , , , , , , , , , , , , , , , , 
696318,10,1314,1314,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,46,35,92,160,100,207,75,15,100,130,100,76,100, , , , , 
696380,10,1314,1314,3,2,32,0,0,0,0,0,0,0,4,0,6.33,0,0,0,1.59,197,49,47,100,105,100,157,97,6,100,60,100,46,94, , , , , 
697327,10,1314,1314,2,4,24,0,0,0,0,0,0,9,5,10,7,0,0,0,4.77,234,12,52,100,120,100,164,99,6,100,92,100,105,100, , , , , 
697356,10,1314,1314,2,5,25,0,0,0,0,0,0,8,9,10,10,10,0,0,7.23,215,35,57,100,103,100,169,100,26,100,90,100,81,100, , , , , 
697625,10,1314,1314,1,2,12,0,0,0,0,0,0,5,3.5,7,0,8,0,0,3.62,164,86,41,100,108,100,217,100,11,100,136,100,104,100, , , , , 
698202,10,1314,1314,3,3,33,0,0,0,0,0,0,3,1.5,5,1.33,5,25,0,6.28,200,50,57,100,121,100,358,100,41,100,161,100,207,100, , , , , 
698640,10,1314,1314,1,4,14,0,0,0,0,0,0,2,5,8,3.33,4,35,0,8.82,121,129,49,100,149,100,255,100,30,100,77,100,91,100, , , , , 
698997,10,14151,14151,1,7,17,1,0,0,0,1,1,6.67,8,8.5,7.5,0,7.31,0,0,220,0,34,100,77,100,74,100,52,100,44,100,84,100,6,100, , , 
699183,10,1314,1314,2,5,25, , , , , , , , , , , , , , ,246,0,38,88,99,100,209,100,8,100,88,100,90,100, , , , , 
699299,10,1314,1314,3,2,32,0,0,0,0,0,0,10,7,10,10,10,0,0,7.23,250,0,31,100,91,100,139,100,28,100,85,100,63,100, , ,Java Essential Training,1.5,0.11
700800,10,14152,14152,1,6,16,1,1,1,0,0,0,6.67,8,6.5,7.5,0,0,0,0,205,0,31,100,84,100,77,100,40,100,46,100,91,100,0,0, , , 
701272,10,14151,14151,3,7,37,1,1,1,1,1,1,8.89,9,7.5,9,0,10,0,0, , , , , , , , , , , , , , , , , , , 
701303,10,14151,14151,3,5,35,1,1,1,1,1,1,7.78,10,4.36,2.5,0,5.51,0,0,225,0,27,100,78,100,81,100,35,100,52,100,81,100,10,100, , , 
702574,10,14151,14151,3,5,35,1,1,1,1,1,1,7.78,8,7,7,0,6.92,0,0,220,0,34,100,115,100,104,100,54,100,65,100,140,100,7,100, , , 
702987,10,14151,14151,1,6,16,1,1,1,1,1,1,7.78,9,8,7.5,0,7.31,0,0,220,2,51,88.88888889,156,100,139,100,101,100,57,100,109,100,9,100, , , 
703135,10,14151,14151,1,6,16,1,1,1,1,1,1,8.89,9,8,10,0,8.85,0,0,220,0,28,100,96,100,83,100,49,100,81,100,93,100,5,100, , , 
703142,10,14151,14151,1,2,12,1,1,1,1,1,1,8.89,9,10,10,0,9.23,0,0,220,0,48,100,79,100,88,100,48,100,42,100,94,100,8,100, , , 
703167,10,14151,14151,1,4,14,1,1,1,1,1,1,7.78,9,8,7.5,0,9.62,0,0,221,3,35,94.44444444,75,100,64,100,38,100,59,100,74,100,8,100, , , 
703190,10,14151,14151,1,4,14,1,1,1,1,1,1,6.67,9,8,0,0,8.46,0,0,216,0,31,77.77777778,145,100,91,100,23,100,31,100,101,100,6,100, , , 
703303,10,14151,14151,2,6,26,1,1,1,1,1,1,10,9,10,9.5,100,10,0,0,215,1,23,88.88888889,77,100,60,100,52,100,42,91.30434783,67,100,8,100, , , 
703385,10,14151,14151,1,2,12,0,1,1,1,1,1,8.89,9,9,6,0,9.62,0,0, , , , , , , , , , , , , , , , , , , 
704924,10,14151,14151,1,5,15,1,1,1,1,1,1,8.89,9,7,8,0,5.9,0,0,201,0,53,100,132,100,74,100,49,100,56,100,110,91.11111111,0,0, , , 
704943,10,14151,14151,1,6,16,1,1,1,1,1,1,8.89,10,8,6,0,8.59,0,0,222,3,33,100,81,100,56,100,48,100,45,100,80,100,8,100, , , 
705214,10,14151,14151,1,5,15,1,1,1,1,1,1,8.89,5,6,7,0,7.69,0,0, , , , , , , , , , , , , , , , , , , 
705414,10,14152,14152,1,6,16,1,1,1,1,0,0,6.67,4,6,9,0,7.05,0,0,204,1,31,100,82,100,69,100,31,100,43,100,55,100,0,0, , , 
705974,10,14151,14151,1,4,14,1,1,0,0,0,0,7.78,0,7,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
706686,10,14151,14151,3,2,32,1,1,1,1,1,1,8.89,8,8.5,7.5,0,7.05,0,0, , , , , , , , , , , , , , , , , , , 
707045,10,14151,14151,1,5,15,1,1,1,1,1,1,10,9,8.5,10,100,9.74,0,0,225,0,30,100,87,100,67,100,46,100,59,100,94,100,12,100, , , 
707659,10,14151,14151,3,9,39,1,1,1,1,0,0,10,9,0,0,0,0,0,0,163,0,42,88.88888889,95,100,87,100,36,18.18181818,12,34.7826087,69,75.55555556,0,0, , , 
707803,10,14151,14151,1,7,17,1,1,1,1,1,1,6.67,5,4,6.5,70,5.51,0,0,216,4,49,100,102,100,96,100,54,100,46,100,87,100,8,100, , , 
708279,10,14151,14151,1,2,12,1,1,1,1,1,1,8.89,10,9,10,0,9.62,0,0,133,0,26,100,81,100,19,37.20930233,15,31.81818182,39,100,31,33.33333333,0,0, , , 
708860,10,14151,14151,3,5,35,1,1,1,1,1,1,8.89,8,9,9.5,0,8.59,0,0,195,7,0,0,140,100,152,100,92,100,69,100,100,100,15,100, , , 
708861,10,14151,14151,1,5,15,1,1,1,1,1,1,7.78,7,5.5,7,0,8.59,0,0,56,2,25,100,44,40.74074074,10,4.651162791,8,9.090909091,0,0,45,31.11111111,0,0, , , 
709174,10,14151,14151,3,3,33,1,1,1,1,1,1,5.56,6,8,7.5,0,9.36,0,0,224,1,34,100,119,100,69,100,43,100,69,100,83,100,14,100, , , 
709453,10,14151,14151,3,3,33,1,1,1,1,1,1,7.78,8,8,9.5,0,9.62,0,0,216,0,28,77.77777778,108,100,84,100,61,100,57,100,86,88.88888889,11,100, , , 
709470,10,14152,14152,3,7,37,1,1,1,1,1,0,5.56,6,6,3.5,0,0,0,0,137,0,71,100,119,100,105,100,76,100,0,0,0,0,0,0, , , 
709532,10,14151,14151,2,4,24,1,1,1,1,1,1,10,9,7,9.5,0,8.72,0,0, , , , , , , , , , , , , , , , , , , 
709560,10,14151,14151,1,4,14,1,1,1,1,1,1,10,7,8.21,7.5,0,8.08,0,0,202,12,36,94.44444444,114,100,108,100,63,95.45454545,69,95.65217391,159,93.33333333,17,100, , , 
709701,10,14151,14151,4,0,40,1,1,1,1,1,1,8.89,10,9,8,0,9.74,0,0,219,1,32,100,81,100,55,100,41,100,35,100,62,100,5,100, , , 
709742,10,14151,14151,6,0,60,1,1,1,1,1,1,6.67,5,6,0,0,7.69,0,0,220,1,37,77.77777778,114,100,145,100,86,100,69,100,154,100,7,100, , , 
709753,10,14151,14151,3,9,39,1,1,1,1,1,1,6.67,10,10,10,0,9.36,0,0, , , , , , , , , , , , , , , , , , , 
709799,10,14151,14151,1,3,13,1,1,1,1,1,1,8.89,10,9,8.5,0,9.36,0,0,216,0,28,77.77777778,92,100,77,100,64,100,51,100,101,100,8,100, , , 
709869,10,14151,14151,3,2,32,1,1,1,1,1,1,7.78,9,6.5,4,0,9.62,0,0, , , , , , , , , , , , , , , , , , , 
710453,10,14151,14151,1,5,15,1,1,1,1,1,1,8.89,8,3.96,8,0,4.74,0,0,216,2,54,88.88888889,106,100,60,100,25,100,30,100,70,100,7,100, , , 
710509,10,14151,14151,1,1,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,218,0,39,100,165,100,112,100,71,100,82,100,135,95.55555556,18,100, , , 
710599,10,14151,14151,3,3,33,1,1,1,1,1,1,8.89,9,8,6,0,9.36,0,0,216,0,29,77.77777778,84,100,100,100,30,100,32,100,77,100,5,100, , , 
710787,10,14151,14151,3,3,33,1,1,1,1,1,1,8.89,6,6,9,0,9.36,0,0,215,3,27,100,92,100,91,97.6744186,45,100,43,100,73,86.66666667,7,100, , , 
710795,10,14151,14151,1,2,12,1,1,1,1,1,1,8.89,0,9,0,0,0,0,0,122,0,33,100,79,100,55,79.06976744,28,72.72727273,0,0,0,0,0,0, , , 
710812,10,14151,14151,1,2,12,1,1,0,1,1,1,0,7,6,7.5,0,0,0,0,141,6,35,100,105,100,64,74.41860465,39,31.81818182,49,100,21,28.88888889,0,0, , , 
711045,10,14151,14151,1,1,11,1,1,1,1,1,1,8.89,10,7.71,9.5,0,8.46,0,0,225,0,34,100,84,100,57,100,31,100,52,100,95,100,6,100, , , 
711559,10,14151,14151,3,7,37,1,1,1,1,1,1,7.78,7,6,5,0,6.54,0,0,211,1,31,77.77777778,109,100,97,100,81,100,49,95.65217391,123,100,10,100, , , 
711803,10,14151,14151,3,3,33,1,1,1,1,1,1,8.89,0,10,0,0,9.36,0,0,224,1,26,100,86,100,70,100,54,100,54,100,91,100,9,100, , , 
711993,10,14151,14151,1,2,12,1,1,1,1,1,0,10,9,0,0,0,0,0,0,12,0,7,27.77777778,5,9.259259259,0,0,0,0,0,0,2,4.444444444,0,0, , , 
712006,10,14151,14151,1,2,12,1,1,1,1,1,1,5.56,7,7,5,0,5.13,0,0, , , , , , , , , , , , , , , , , , , 
712103,10,14151,14151,3,9,39,1,1,1,1,1,1,8.89,7,8.5,5.5,0,7.05,0,0,217,1,44,100,113,100,101,100,70,100,54,100,101,95.55555556,19,100, , , 
712219,10,14151,14151,2,4,24,1,1,1,1,1,1,0,0,4.5,6,0,8.59,0,0,218,2,37,100,80,100,64,100,40,100,33,100,60,100,5,100, , , 
712637,10,14151,14151,1,2,12,1,1,1,1,1,1,7.78,10,9,9,0,9.36,0,0,220,1,42,100,114,100,102,100,52,100,81,100,127,100,12,100, , , 
713194,10,14151,14151,3,5,35,1,1,1,1,1,1,7.78,7,9,10,0,7.31,0,0,216,5,35,100,135,100,127,100,105,100,59,95.65217391,82,93.33333333,5,100, , , 
713510,10,14151,14151,1,2,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,37,0,21,100,24,31.48148148,0,0,0,0,0,0,0,0,0,0, , , 
713791,10,14151,14151,1,6,16,0,0,0,0,0,0,8.89,10,9,8.5,50,9.62,0,0,202,3,23,100,62,100,61,100,39,100,28,100,67,100,0,0, , , 
714062,10,14151,14151,1,5,15,1,1,1,1,1,1,7.78,9,8,9,0,7.95,0,0,224,0,46,94.44444444,88,100,91,100,49,100,62,100,106,100,5,100, , , 
714391,10,14151,14151,1,2,12,0,0,0,0,1,1,8.89,8,6.75,5,40,7.82,0,0, , , , , , , , , , , , , , , , , , , 
715411,10,14151,14151,1,5,15,1,1,1,1,1,1,8.89,10,10,9,0,10,0,0,220,0,25,100,60,100,71,100,58,100,45,100,89,100,7,100, , , 
715603,10,14151,14151,1,2,12,0,0,0,0,1,0,8.89,10,9,5.5,90,8.46,0,0,225,0,32,100,65,100,62,100,49,100,35,100,75,100,6,100, , , 
715640,10,14151,14151,1,2,12,1,1,1,1,1,1,8.89,9,9,8,0,6.92,0,0,225,0,50,100,94,100,81,100,90,100,64,100,133,100,10,100, , , 
717124,10,14151,14151,2,4,24,1,1,1,1,1,1,7.78,10,8,9,0,9.74,0,0,220,0,32,100,77,100,70,100,37,100,53,100,92,100,5,100, , , 
717997,10,14151,14151,1,4,14,1,1,1,1,1,1,10,10,8,9,0,9.23,0,0,225,0,26,100,87,100,63,100,43,100,50,100,106,100,8,100, , , 
719967,10,14151,14151,1,4,14,1,1,1,1,1,1,8.89,8,9,6,0,9.74,0,0,220,0,44,100,91,100,91,100,48,100,92,100,103,100,6,100, , , 
720120,10,14151,14151,3,3,33,0,0,0,0,1,1,8.89,6,6.86,8.5,100,8.46,0,0,220,0,41,100,76,100,65,100,53,100,79,100,96,100,6,100, , , 
720765,10,14151,14151,1,2,12,1,1,1,1,1,1,10,10,0,9.5,0,9.23,0,0,225,0,39,100,65,100,67,100,31,100,37,100,66,100,5,100, , , 
720840,10,14152,14152,1,4,14,1,0,1,1,0,0,8.89,6,3,9,0,0,0,0, , , , , , , , , , , , , , , , , , , 
720841,10,14151,14151,3,9,39,1,1,1,1,1,1,10,0,0,9.5,0,9.36,0,0,82,0,6,22.22222222,33,53.7037037,0,0,12,31.81818182,25,65.2173913,45,60,0,0, , , 
722480,10,14151,14151,2,4,24,0,0,0,0,0,0,7.78,7,10,9,100,9.23,0,0,134,0,31,100,87,100,77,93.02325581,26,36.36363636,36,34.7826087,17,13.33333333,0,0, , , 
